Pet ID,Species,Breed,Age,Symptoms,Medical Health,Treatment,Weight (kg),Owner ID,Checkup Date
PET1107,Dog,Labrador,5,Diarrhea,Minor Illness,Observation,32.76,OWN1107,2025-01-11
PET1108,Hamster,Syrian,10,Lethargy,Minor Illness,Surgery,38.4,OWN1108,2025-01-12
PET1109,Bird,Canary,14,Coughing,Healthy,Medication,31.81,OWN1109,2025-01-13
PET1110,Bird,Cockatiel,13,Coughing,Critical,Medication,24.35,OWN1110,2025-01-14
PET1111,Dog,Labrador,5,Lethargy,Minor Illness,None,19.99,OWN1111,2025-01-15
PET1112,Rabbit,Flemish Giant,6,Lethargy,Critical,None,2.08,OWN1112,2025-01-16
PET1113,Cat,Maine Coon,8,Lethargy,Healthy,Surgery,39.38,OWN1113,2025-01-17
PET1114,Bird,Finch,2,Coughing,Critical,Medication,15.65,OWN1114,2025-01-18
PET1115,Bird,Finch,6,Diarrhea,Chronic Illness,Surgery,6.51,OWN1115,2025-01-19
PET1116,Rabbit,Mini Rex,1,Lethargy,Critical,None,26.83,OWN1116,2025-01-20
PET1117,Rabbit,Netherland Dwarf,4,Sneezing,Minor Illness,None,11.73,OWN1117,2025-01-21
PET1118,Hamster,Chinese,14,Lethargy,Healthy,Observation,23.64,OWN1118,2025-01-22
PET1119,Hamster,Winter White,10,Vomiting,Minor Illness,Surgery,23.68,OWN1119,2025-01-23
PET1120,Cat,Bengal,3,Lethargy,Chronic Illness,Surgery,18.11,OWN1120,2025-01-24
PET1121,Cat,Bengal,9,Coughing,Minor Illness,Medication,33.53,OWN1121,2025-01-25
PET1122,Dog,Beagle,3,Lethargy,Minor Illness,Medication,10.97,OWN1122,2025-01-26
PET1123,Hamster,Roborovski,6,Vomiting,Minor Illness,Observation,18.22,OWN1123,2025-01-27
PET1124,Bird,Canary,1,Sneezing,Recovering,Therapy,21.74,OWN1124,2025-01-28
PET1125,Hamster,Winter White,12,Diarrhea,Chronic Illness,Therapy,26.71,OWN1125,2025-01-29
PET1126,Bird,Cockatiel,6,Lethargy,Minor Illness,Therapy,31.47,OWN1126,2025-01-30
PET1127,Rabbit,Mini Rex,4,Vomiting,Minor Illness,Surgery,16.09,OWN1127,2025-01-31
PET1128,Hamster,Dwarf Campbell,8,Vomiting,Minor Illness,Surgery,26.02,OWN1128,2025-02-01
PET1129,Rabbit,Flemish Giant,13,Sneezing,Healthy,None,6.45,OWN1129,2025-02-02
PET1130,Cat,Bengal,11,Coughing,Recovering,Surgery,37.34,OWN1130,2025-02-03
PET1131,Cat,Siamese,9,Lethargy,Healthy,Surgery,15.63,OWN1131,2025-02-04
PET1132,Dog,Terrier,4,Vomiting,Recovering,Surgery,29.32,OWN1132,2025-02-05
PET1133,Hamster,Chinese,10,Sneezing,Minor Illness,Observation,1.3,OWN1133,2025-02-06
PET1134,Rabbit,Holland Lop,12,Diarrhea,Chronic Illness,Surgery,8.6,OWN1134,2025-02-07
PET1135,Bird,Parakeet,10,Vomiting,Critical,Medication,19.74,OWN1135,2025-02-08
PET1136,Cat,Sphynx,6,Sneezing,Critical,Medication,35.19,OWN1136,2025-02-09
PET1137,Cat,Maine Coon,1,Coughing,Minor Illness,None,21.33,OWN1137,2025-02-10
PET1138,Bird,Cockatiel,4,Coughing,Healthy,Observation,37.23,OWN1138,2025-02-11
PET1139,Rabbit,Netherland Dwarf,7,Vomiting,Chronic Illness,Medication,19.61,OWN1139,2025-02-12
PET1140,Rabbit,Flemish Giant,12,Vomiting,Recovering,Observation,19.87,OWN1140,2025-02-13
PET1141,Hamster,Chinese,1,Lethargy,Minor Illness,Observation,5.23,OWN1141,2025-02-14
PET1142,Hamster,Dwarf Campbell,8,Sneezing,Chronic Illness,None,32.2,OWN1142,2025-02-15
PET1143,Dog,Beagle,12,Vomiting,Chronic Illness,Observation,10.26,OWN1143,2025-02-16
PET1144,Cat,Maine Coon,10,Lethargy,Recovering,Surgery,36.03,OWN1144,2025-02-17
PET1145,Hamster,Chinese,12,Lethargy,Chronic Illness,Observation,36.48,OWN1145,2025-02-18
PET1146,Rabbit,Flemish Giant,11,Vomiting,Healthy,None,37.76,OWN1146,2025-02-19
PET1147,Bird,Finch,6,Coughing,Healthy,None,21.05,OWN1147,2025-02-20
PET1148,Rabbit,Holland Lop,5,Sneezing,Healthy,None,27.25,OWN1148,2025-02-21
PET1149,Cat,Maine Coon,10,Sneezing,Chronic Illness,Medication,31.25,OWN1149,2025-02-22
PET1150,Rabbit,Mini Rex,11,Coughing,Healthy,Surgery,5.68,OWN1150,2025-02-23
PET1151,Dog,Bulldog,14,Vomiting,Recovering,Medication,24.24,OWN1151,2025-02-24
PET1152,Cat,Persian,9,Sneezing,Chronic Illness,Therapy,1.85,OWN1152,2025-02-25
PET1153,Bird,Cockatiel,2,Vomiting,Critical,Surgery,20.15,OWN1153,2025-02-26
PET1154,Dog,Bulldog,5,Vomiting,Chronic Illness,Observation,6.62,OWN1154,2025-02-27
PET1155,Cat,Maine Coon,6,Lethargy,Recovering,None,7.73,OWN1155,2025-02-28
PET1156,Bird,Cockatiel,7,Coughing,Critical,Therapy,14.92,OWN1156,2025-03-01
PET1157,Dog,Bulldog,5,Vomiting,Chronic Illness,Surgery,17.58,OWN1157,2025-03-02
PET1158,Dog,Labrador,9,Diarrhea,Healthy,Medication,25.12,OWN1158,2025-03-03
PET1159,Cat,Siamese,1,Coughing,Minor Illness,None,3.44,OWN1159,2025-03-04
PET1160,Hamster,Dwarf Campbell,7,Sneezing,Minor Illness,Medication,20.4,OWN1160,2025-03-05
PET1161,Dog,Bulldog,10,Lethargy,Healthy,Surgery,7.71,OWN1161,2025-03-06
PET1162,Dog,Labrador,7,Sneezing,Minor Illness,Surgery,23.17,OWN1162,2025-03-07
PET1163,Bird,Finch,4,Sneezing,Minor Illness,Therapy,25.68,OWN1163,2025-03-08
PET1164,Rabbit,Flemish Giant,9,Coughing,Healthy,Observation,22.49,OWN1164,2025-03-09
PET1165,Cat,Maine Coon,14,Sneezing,Healthy,Medication,29.66,OWN1165,2025-03-10
PET1166,Cat,Maine Coon,12,Vomiting,Chronic Illness,Therapy,13.76,OWN1166,2025-03-11
PET1167,Hamster,Syrian,11,Sneezing,Chronic Illness,None,30.72,OWN1167,2025-03-12
PET1168,Hamster,Chinese,5,Lethargy,Healthy,Observation,17.59,OWN1168,2025-03-13
PET1169,Cat,Sphynx,4,Lethargy,Recovering,Therapy,19.63,OWN1169,2025-03-14
PET1170,Hamster,Syrian,13,Diarrhea,Minor Illness,Medication,26.1,OWN1170,2025-03-15
PET1171,Bird,Parrot,7,Lethargy,Chronic Illness,Surgery,1.23,OWN1171,2025-03-16
PET1172,Cat,Bengal,4,Sneezing,Minor Illness,None,26.33,OWN1172,2025-03-17
PET1173,Hamster,Chinese,3,Lethargy,Critical,Medication,24.93,OWN1173,2025-03-18
PET1174,Cat,Maine Coon,9,Coughing,Healthy,Observation,12.74,OWN1174,2025-03-19
PET1175,Rabbit,Flemish Giant,11,Lethargy,Recovering,Observation,3.89,OWN1175,2025-03-20
PET1176,Dog,Poodle,8,Vomiting,Critical,Surgery,4.09,OWN1176,2025-03-21
PET1177,Cat,Siamese,1,Coughing,Critical,Surgery,36.97,OWN1177,2025-03-22
PET1178,Dog,Beagle,7,Diarrhea,Critical,None,27.73,OWN1178,2025-03-23
PET1179,Hamster,Winter White,9,Vomiting,Healthy,None,5.52,OWN1179,2025-03-24
PET1180,Dog,Labrador,8,Sneezing,Chronic Illness,Surgery,14.59,OWN1180,2025-03-25
PET1181,Cat,Bengal,8,Sneezing,Healthy,Surgery,23.9,OWN1181,2025-03-26
PET1182,Rabbit,Mini Rex,13,Sneezing,Chronic Illness,Observation,33.51,OWN1182,2025-03-27
PET1183,Hamster,Dwarf Campbell,6,Vomiting,Critical,Surgery,2.22,OWN1183,2025-03-28
PET1184,Cat,Persian,11,Vomiting,Critical,Therapy,9.85,OWN1184,2025-03-29
PET1185,Hamster,Roborovski,4,Vomiting,Recovering,Medication,35.65,OWN1185,2025-03-30
PET1186,Bird,Cockatiel,8,Coughing,Chronic Illness,Surgery,0.86,OWN1186,2025-03-31
PET1187,Dog,Poodle,3,Coughing,Critical,None,8.46,OWN1187,2025-04-01
PET1188,Bird,Parrot,13,Sneezing,Minor Illness,Therapy,38.38,OWN1188,2025-04-02
PET1189,Cat,Sphynx,9,Lethargy,Recovering,None,24.73,OWN1189,2025-04-03
PET1190,Rabbit,Holland Lop,13,Sneezing,Healthy,Therapy,10.84,OWN1190,2025-04-04
PET1191,Hamster,Roborovski,2,Diarrhea,Recovering,Surgery,3.15,OWN1191,2025-04-05
PET1192,Dog,Terrier,2,Coughing,Minor Illness,Medication,1.61,OWN1192,2025-04-06
PET1193,Hamster,Roborovski,12,Vomiting,Chronic Illness,None,10.17,OWN1193,2025-04-07
PET1194,Cat,Sphynx,13,Coughing,Healthy,Therapy,35.32,OWN1194,2025-04-08
PET1195,Hamster,Roborovski,12,Vomiting,Healthy,Observation,16.93,OWN1195,2025-04-09
PET1196,Dog,Beagle,7,Diarrhea,Chronic Illness,Surgery,28.95,OWN1196,2025-04-10
PET1197,Cat,Maine Coon,12,Diarrhea,Recovering,Medication,36.77,OWN1197,2025-04-11
PET1198,Hamster,Dwarf Campbell,10,Coughing,Critical,Surgery,16.62,OWN1198,2025-04-12
PET1199,Rabbit,Lionhead,4,Vomiting,Recovering,Observation,8.06,OWN1199,2025-04-13
PET1200,Cat,Sphynx,10,Diarrhea,Minor Illness,Medication,20.93,OWN1200,2025-04-14
PET1201,Cat,Sphynx,8,Sneezing,Critical,Observation,36.37,OWN1201,2025-04-15
PET1202,Rabbit,Mini Rex,9,Sneezing,Recovering,Surgery,32.27,OWN1202,2025-04-16
PET1203,Bird,Parakeet,7,Vomiting,Chronic Illness,Therapy,3.1,OWN1203,2025-04-17
PET1204,Dog,Labrador,5,Coughing,Minor Illness,Surgery,27.86,OWN1204,2025-04-18
PET1205,Bird,Cockatiel,8,Diarrhea,Minor Illness,Surgery,23.09,OWN1205,2025-04-19
PET1206,Hamster,Dwarf Campbell,4,Coughing,Minor Illness,Surgery,36.34,OWN1206,2025-04-20
PET1207,Rabbit,Mini Rex,2,Sneezing,Critical,None,5.34,OWN1207,2025-04-21
PET1208,Bird,Parakeet,11,Diarrhea,Healthy,Observation,21.59,OWN1208,2025-04-22
PET1209,Cat,Persian,12,Coughing,Critical,Observation,35.24,OWN1209,2025-04-23
PET1210,Hamster,Chinese,6,Lethargy,Recovering,Observation,16.7,OWN1210,2025-04-24
PET1211,Hamster,Dwarf Campbell,9,Vomiting,Healthy,None,19.54,OWN1211,2025-04-25
PET1212,Bird,Finch,1,Vomiting,Recovering,Therapy,3.28,OWN1212,2025-04-26
PET1213,Bird,Parrot,11,Lethargy,Healthy,Surgery,11.49,OWN1213,2025-04-27
PET1214,Rabbit,Holland Lop,10,Sneezing,Critical,Therapy,13.32,OWN1214,2025-04-28
PET1215,Dog,Bulldog,12,Diarrhea,Minor Illness,None,37.83,OWN1215,2025-04-29
PET1216,Bird,Parrot,7,Vomiting,Chronic Illness,Observation,11.67,OWN1216,2025-04-30
PET1217,Bird,Parakeet,10,Lethargy,Minor Illness,Surgery,18.7,OWN1217,2025-05-01
PET1218,Cat,Bengal,9,Lethargy,Critical,Medication,27.02,OWN1218,2025-05-02
PET1219,Hamster,Chinese,10,Sneezing,Healthy,Medication,6.91,OWN1219,2025-05-03
PET1220,Dog,Labrador,9,Sneezing,Minor Illness,Therapy,19.71,OWN1220,2025-05-04
PET1221,Cat,Bengal,10,Coughing,Critical,Observation,29.67,OWN1221,2025-05-05
PET1222,Rabbit,Holland Lop,11,Vomiting,Recovering,Medication,34.74,OWN1222,2025-05-06
PET1223,Rabbit,Flemish Giant,13,Coughing,Chronic Illness,Therapy,25.24,OWN1223,2025-05-07
PET1224,Bird,Cockatiel,3,Lethargy,Minor Illness,None,26.93,OWN1224,2025-05-08
PET1225,Bird,Parakeet,11,Diarrhea,Healthy,Therapy,5.49,OWN1225,2025-05-09
PET1226,Rabbit,Netherland Dwarf,13,Diarrhea,Recovering,Therapy,37.86,OWN1226,2025-05-10
PET1227,Bird,Parakeet,5,Sneezing,Critical,Therapy,5.74,OWN1227,2025-05-11
PET1228,Dog,Poodle,8,Diarrhea,Chronic Illness,Surgery,31.1,OWN1228,2025-05-12
PET1229,Bird,Parakeet,8,Diarrhea,Healthy,Therapy,10.96,OWN1229,2025-05-13
PET1230,Hamster,Dwarf Campbell,4,Diarrhea,Critical,Therapy,37.38,OWN1230,2025-05-14
PET1231,Bird,Canary,12,Lethargy,Critical,Surgery,28.94,OWN1231,2025-05-15
PET1232,Cat,Siamese,11,Diarrhea,Minor Illness,Surgery,30.28,OWN1232,2025-05-16
PET1233,Dog,Terrier,11,Diarrhea,Minor Illness,None,9.15,OWN1233,2025-05-17
PET1234,Cat,Bengal,1,Diarrhea,Healthy,Observation,18.0,OWN1234,2025-05-18
PET1235,Cat,Siamese,1,Coughing,Critical,Medication,24.9,OWN1235,2025-05-19
PET1236,Hamster,Winter White,4,Lethargy,Minor Illness,Medication,30.91,OWN1236,2025-05-20
PET1237,Dog,Bulldog,6,Sneezing,Chronic Illness,Therapy,4.61,OWN1237,2025-05-21
PET1238,Dog,Poodle,8,Coughing,Chronic Illness,None,38.51,OWN1238,2025-05-22
PET1239,Dog,Bulldog,6,Vomiting,Critical,Therapy,35.66,OWN1239,2025-05-23
PET1240,Dog,Beagle,12,Lethargy,Minor Illness,Medication,11.18,OWN1240,2025-05-24
PET1241,Dog,Beagle,9,Lethargy,Healthy,Surgery,33.0,OWN1241,2025-05-25
PET1242,Hamster,Roborovski,9,Vomiting,Healthy,Observation,20.97,OWN1242,2025-05-26
PET1243,Bird,Parrot,14,Vomiting,Healthy,None,18.74,OWN1243,2025-05-27
PET1244,Cat,Sphynx,2,Vomiting,Chronic Illness,Surgery,12.92,OWN1244,2025-05-28
PET1245,Dog,Bulldog,10,Sneezing,Minor Illness,Observation,23.45,OWN1245,2025-05-29
PET1246,Bird,Canary,1,Diarrhea,Minor Illness,None,29.33,OWN1246,2025-05-30
PET1247,Bird,Parrot,2,Lethargy,Chronic Illness,None,16.73,OWN1247,2025-05-31
PET1248,Cat,Maine Coon,5,Diarrhea,Healthy,Medication,25.35,OWN1248,2025-06-01
PET1249,Hamster,Dwarf Campbell,4,Diarrhea,Healthy,Surgery,28.12,OWN1249,2025-06-02
PET1250,Rabbit,Lionhead,4,Vomiting,Critical,None,28.59,OWN1250,2025-06-03
PET1251,Rabbit,Flemish Giant,9,Sneezing,Recovering,None,2.55,OWN1251,2025-06-04
PET1252,Bird,Cockatiel,11,Coughing,Minor Illness,Observation,34.46,OWN1252,2025-06-05
PET1253,Cat,Persian,8,Sneezing,Minor Illness,Medication,18.6,OWN1253,2025-06-06
PET1254,Rabbit,Netherland Dwarf,6,Diarrhea,Minor Illness,Therapy,10.87,OWN1254,2025-06-07
PET1255,Bird,Parakeet,1,Sneezing,Recovering,Medication,10.05,OWN1255,2025-06-08
PET1256,Hamster,Syrian,2,Vomiting,Critical,Therapy,19.58,OWN1256,2025-06-09
PET1257,Rabbit,Mini Rex,6,Coughing,Recovering,Surgery,35.53,OWN1257,2025-06-10
PET1258,Bird,Canary,11,Vomiting,Healthy,Surgery,15.44,OWN1258,2025-06-11
PET1259,Bird,Cockatiel,2,Coughing,Healthy,None,30.11,OWN1259,2025-06-12
PET1260,Dog,Beagle,13,Diarrhea,Minor Illness,Surgery,4.32,OWN1260,2025-06-13
PET1261,Hamster,Winter White,10,Coughing,Chronic Illness,None,19.3,OWN1261,2025-06-14
PET1262,Dog,Poodle,5,Coughing,Minor Illness,Medication,39.67,OWN1262,2025-06-15
PET1263,Cat,Persian,14,Coughing,Chronic Illness,Surgery,30.93,OWN1263,2025-06-16
PET1264,Dog,Terrier,5,Sneezing,Recovering,Medication,8.82,OWN1264,2025-06-17
PET1265,Dog,Labrador,6,Sneezing,Healthy,Medication,20.31,OWN1265,2025-06-18
PET1266,Rabbit,Lionhead,6,Diarrhea,Chronic Illness,Surgery,9.73,OWN1266,2025-06-19
PET1267,Bird,Finch,14,Coughing,Recovering,Medication,16.68,OWN1267,2025-06-20
PET1268,Hamster,Syrian,6,Lethargy,Healthy,Surgery,31.31,OWN1268,2025-06-21
PET1269,Dog,Terrier,14,Diarrhea,Chronic Illness,Surgery,30.96,OWN1269,2025-06-22
PET1270,Hamster,Chinese,2,Coughing,Minor Illness,Surgery,9.51,OWN1270,2025-06-23
PET1271,Dog,Labrador,14,Coughing,Minor Illness,Therapy,36.93,OWN1271,2025-06-24
PET1272,Cat,Sphynx,10,Sneezing,Minor Illness,Medication,23.91,OWN1272,2025-06-25
PET1273,Dog,Labrador,14,Diarrhea,Recovering,Observation,15.51,OWN1273,2025-06-26
PET1274,Rabbit,Holland Lop,13,Coughing,Minor Illness,Surgery,20.33,OWN1274,2025-06-27
PET1275,Bird,Canary,14,Coughing,Critical,Medication,24.4,OWN1275,2025-06-28
PET1276,Cat,Sphynx,3,Diarrhea,Healthy,None,22.62,OWN1276,2025-06-29
PET1277,Dog,Bulldog,14,Lethargy,Recovering,Surgery,19.71,OWN1277,2025-06-30
PET1278,Hamster,Dwarf Campbell,6,Diarrhea,Minor Illness,Surgery,20.44,OWN1278,2025-07-01
PET1279,Cat,Siamese,13,Diarrhea,Healthy,Observation,7.47,OWN1279,2025-07-02
PET1280,Cat,Siamese,8,Lethargy,Chronic Illness,Therapy,32.6,OWN1280,2025-07-03
PET1281,Dog,Labrador,12,Diarrhea,Minor Illness,Therapy,21.9,OWN1281,2025-07-04
PET1282,Cat,Sphynx,13,Coughing,Healthy,Surgery,5.68,OWN1282,2025-07-05
PET1283,Hamster,Winter White,11,Diarrhea,Critical,Medication,30.76,OWN1283,2025-07-06
PET1284,Cat,Persian,12,Lethargy,Chronic Illness,None,37.33,OWN1284,2025-07-07
PET1285,Hamster,Chinese,1,Vomiting,Critical,None,37.92,OWN1285,2025-07-08
PET1286,Dog,Beagle,1,Diarrhea,Healthy,Medication,15.08,OWN1286,2025-07-09
PET1287,Bird,Finch,11,Sneezing,Critical,Surgery,5.85,OWN1287,2025-07-10
PET1288,Cat,Siamese,13,Coughing,Healthy,None,20.98,OWN1288,2025-07-11
PET1289,Bird,Parrot,2,Coughing,Healthy,Therapy,4.95,OWN1289,2025-07-12
PET1290,Hamster,Syrian,11,Sneezing,Critical,Medication,37.39,OWN1290,2025-07-13
PET1291,Cat,Persian,12,Sneezing,Healthy,Observation,7.75,OWN1291,2025-07-14
PET1292,Rabbit,Netherland Dwarf,12,Diarrhea,Minor Illness,Surgery,10.48,OWN1292,2025-07-15
PET1293,Bird,Parrot,6,Sneezing,Healthy,Medication,16.56,OWN1293,2025-07-16
PET1294,Cat,Persian,9,Vomiting,Recovering,None,15.63,OWN1294,2025-07-17
PET1295,Bird,Cockatiel,4,Lethargy,Healthy,Surgery,31.89,OWN1295,2025-07-18
PET1296,Cat,Sphynx,3,Sneezing,Recovering,Therapy,18.52,OWN1296,2025-07-19
PET1297,Dog,Beagle,12,Sneezing,Healthy,Surgery,7.25,OWN1297,2025-07-20
PET1298,Bird,Parrot,8,Vomiting,Healthy,Surgery,11.05,OWN1298,2025-07-21
PET1299,Rabbit,Netherland Dwarf,11,Coughing,Critical,Therapy,20.61,OWN1299,2025-07-22
PET1300,Rabbit,Netherland Dwarf,10,Coughing,Minor Illness,Therapy,6.32,OWN1300,2025-07-23
